Indicator Name,What Is This Indicator,Location Type,Location,Indicator Rate Value,Indicator Rate Value Units,Rate Lower Confidence Interval,Rate Upper Confidence Interval,Indicator Count Value,Indicator Count Value Units,Count Lower Confidence Interval,Count Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Rate Value,Breakout Rate Value Units,Breakout Rate Lower Confidence Interval,Breakout Rate Upper Confidence Interval,Breakout Count Value,Breakout Count Value Units,Breakout Count Lower Confidence Interval,Breakout Count Upper Confidence Interval,Breakout Unstable,Breakout Footer
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452400,45863,dollars,39648,52078,,,,,No,2009-2013,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452400,41787,dollars,35424,48150,,,,,No,2008-2012,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452400,43904,dollars,40838,46970,,,,,No,2007-2011,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452400,39248,dollars,35563,42933,,,,,No,2006-2010,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,32938,dollars,25311,40565,,,,,No,2014-2018,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,33542,dollars,25544,41540,,,,,No,2013-2017,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,31887,dollars,20916,42858,,,,,No,2012-2016,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,29692,dollars,20313,39071,,,,,No,2011-2015,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,31909,dollars,24034,39784,,,,,No,2010-2014,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,32417,dollars,25089,39745,,,,,No,2009-2013,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,33237,dollars,27042,39432,,,,,No,2008-2012,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,34097,dollars,27247,40947,,,,,No,2007-2011,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452500,32391,dollars,26235,38547,,,,,No,2006-2010,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452600,37337,dollars,30129,44545,,,,,No,2014-2018,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452600,38826,dollars,26508,51144,,,,,No,2013-2017,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452600,37606,dollars,25039,50173,,,,,No,2012-2016,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452600,37132,dollars,27053,47211,,,,,No,2011-2015,American Community Survey,,,,,,,,,,,,,,
Median Household Income,This indicator shows the median household income. Household income is defined as the sum of money received over a calendar year by all household members 15 years and older.,Census Tract,48201452600,38750,dollars,23315,54185,,,,,No,2010-2014,American Community Survey,,,,,,,,,,,,,,
